粉尘名称：
粉尘粒径：
粉尘含水量：

初始含氧量：
初始压力：
测试浓度：
点火能量：
反应器体积：0.000Lt1Pmax=0.628149,t=0.274700S(dp/dt)max=698.164321/S  kst=698.164321.m/St2Pmax=0.631058,t=0.274700S(dp/dt)max=815.362646/S  kst=815.362646.m/St3Pmax=0.636721,t=0.324900S(dp/dt)max=947.061579/S  kst=947.061579.m/S时间	t1	t2	t3	t4
D:H:M:S				
01:08:00:00	0.566478	0.566044	0.565674	0.563996
01:08:00:00	0.563711	0.567460	0.568458	0.572274
01:08:00:00	0.568054	0.570675	0.567018	0.571951
01:08:00:00	0.569311	0.571473	0.571300	0.570407
01:08:00:00	0.562949	0.570566	0.564816	0.571375
01:08:00:00	0.565944	0.569198	0.567784	0.568228
01:08:00:00	0.567523	0.567302	0.568983	0.563333
01:08:00:00	0.563263	0.564908	0.567762	0.572541
01:08:00:00	0.566751	0.563021	0.568053	0.567150
01:08:00:00	0.563750	0.565272	0.568284	0.563905
01:08:00:00	0.569062	0.562937	0.573016	0.565416
01:08:00:00	0.565930	0.564063	0.572112	0.572727
01:08:00:00	0.560722	0.562094	0.568327	0.571986
01:08:00:00	0.566557	0.569753	0.565542	0.571535
01:08:00:00	0.564724	0.569904	0.569211	0.570693
01:08:00:00	0.563622	0.562948	0.572955	0.572411
01:08:00:00	0.561094	0.568813	0.572049	0.564862
01:08:00:00	0.567981	0.561945	0.565350	0.564595
01:08:00:00	0.561724	0.564471	0.568492	0.570949
01:08:00:00	0.566443	0.571082	0.565541	0.570840
01:08:00:00	0.570083	0.565393	0.571534	0.565059
01:08:00:00	0.568668	0.567120	0.572042	0.571014
01:08:00:00	0.563394	0.565794	0.569216	0.563145
01:08:00:00	0.564040	0.569416	0.570972	0.567104
01:08:00:00	0.565577	0.569177	0.567123	0.570500
01:08:00:00	0.563772	0.563944	0.573745	0.568278
01:08:00:00	0.567628	0.571479	0.571078	0.567231
01:08:00:00	0.564300	0.567925	0.572162	0.568737
01:08:00:00	0.561214	0.563276	0.570451	0.564056
01:08:00:00	0.568679	0.565256	0.569157	0.571871
01:08:00:00	0.569929	0.563087	0.569976	0.569162
01:08:00:00	0.565937	0.568051	0.566833	0.565828
01:08:00:00	0.562781	0.565886	0.566300	0.566612
01:08:00:00	0.566315	0.568930	0.566819	0.565103
01:08:00:00	0.568865	0.568547	0.566491	0.567905
01:08:00:00	0.565159	0.566030	0.566914	0.565850
01:08:00:00	0.560484	0.569463	0.569029	0.562934
01:08:00:00	0.568206	0.562513	0.564885	0.567314
01:08:00:00	0.562623	0.570753	0.564241	0.571588
01:08:00:00	0.561753	0.565170	0.573316	0.564889
01:08:00:00	0.567964	0.566913	0.569954	0.566744
01:08:00:00	0.569907	0.567756	0.569144	0.565925
01:08:00:00	0.562569	0.570739	0.571025	0.569444
01:08:00:00	0.567473	0.562147	0.570159	0.564315
01:08:00:00	0.567400	0.569582	0.565678	0.566958
01:08:00:00	0.564830	0.565148	0.564567	0.566425
01:08:00:00	0.563541	0.569167	0.572631	0.571660
01:08:00:00	0.569086	0.569392	0.572584	0.565558
01:08:00:00	0.564642	0.566492	0.568399	0.571883
01:08:00:00	0.564284	0.563603	0.567975	0.568362
01:08:00:00	0.563115	0.569409	0.570864	0.563746
01:08:00:00	0.568191	0.567918	0.569691	0.571040
01:08:00:00	0.566666	0.561681	0.573655	0.568860
01:08:00:00	0.563008	0.567674	0.567662	0.570448
01:08:00:00	0.561596	0.567810	0.567775	0.563366
01:08:00:00	0.569945	0.571221	0.564840	0.566617
01:08:00:00	0.569810	0.570256	0.570202	0.565929
01:08:00:00	0.563380	0.564962	0.571643	0.562690
01:08:00:00	0.567090	0.565308	0.573124	0.563063
01:08:00:00	0.562183	0.571242	0.572519	0.564737
01:08:00:00	0.563196	0.568260	0.569143	0.566572
01:08:00:00	0.562749	0.564543	0.564602	0.571763
01:08:00:00	0.568210	0.563844	0.566472	0.566230
01:08:00:00	0.570168	0.563661	0.568654	0.570050
01:08:00:00	0.564478	0.562931	0.570608	0.569081
01:08:00:00	0.566384	0.565400	0.569870	0.565041
01:08:00:00	0.560940	0.561572	0.567685	0.567368
01:08:00:00	0.567933	0.565645	0.566940	0.564552
01:08:00:00	0.566690	0.566386	0.569951	0.568169
01:08:00:00	0.567905	0.568229	0.564025	0.563541
01:08:00:00	0.563709	0.561998	0.564948	0.568549
01:08:00:00	0.561194	0.562494	0.570886	0.565828
01:08:00:00	0.568175	0.570569	0.563911	0.565669
01:08:00:00	0.564528	0.567262	0.570782	0.564199
01:08:00:00	0.567317	0.563011	0.565199	0.565460
01:08:00:00	0.568922	0.569399	0.567301	0.572212
01:08:00:00	0.564778	0.561749	0.573278	0.567113
01:08:00:00	0.569501	0.566751	0.566377	0.570198
01:08:00:00	0.569927	0.563685	0.568701	0.567531
01:08:00:00	0.563473	0.565391	0.572866	0.565717
01:08:00:00	0.561883	0.565387	0.570398	0.567973
01:08:00:00	0.561366	0.564209	0.564672	0.563945
01:08:00:00	0.562924	0.568417	0.566311	0.566397
01:08:00:00	0.567094	0.570990	0.568528	0.563442
01:08:00:00	0.567277	0.569959	0.565602	0.563043
01:08:00:00	0.567011	0.570588	0.570352	0.564974
01:08:00:00	0.566298	0.563731	0.573304	0.570112
01:08:00:00	0.561707	0.565128	0.570425	0.562679
01:08:00:00	0.567000	0.563255	0.567811	0.563067
01:08:00:00	0.561019	0.565758	0.572029	0.566757
01:08:00:00	0.562911	0.569171	0.569127	0.562916
01:08:00:00	0.566842	0.567046	0.564347	0.568237
01:08:00:00	0.568018	0.564517	0.569338	0.569370
01:08:00:00	0.563675	0.567930	0.567767	0.565087
01:08:00:00	0.566895	0.566895	0.572659	0.569739
01:08:00:00	0.560116	0.569679	0.565894	0.568438
01:08:00:00	0.566911	0.562474	0.569740	0.569137
01:08:00:00	0.560079	0.570460	0.568743	0.562464
01:08:00:00	0.562336	0.564331	0.568493	0.564765
01:08:00:00	0.569879	0.567208	0.565789	0.570589
01:08:00:00	0.564297	0.569485	0.569680	0.570170
01:08:00:00	0.563953	0.571179	0.567537	0.568620
01:08:00:00	0.563384	0.568644	0.572727	0.563699
01:08:00:00	0.561258	0.564930	0.565609	0.566521
01:08:00:00	0.560762	0.570506	0.569892	0.563726
01:08:00:00	0.569755	0.568176	0.569742	0.568156
01:08:00:00	0.564319	0.568989	0.563961	0.567039
01:08:00:00	0.568628	0.567981	0.569236	0.563859
01:08:00:00	0.561214	0.564363	0.568001	0.567112
01:08:00:00	0.562126	0.570623	0.565073	0.571180
01:08:00:00	0.569592	0.565376	0.568805	0.565573
01:08:00:00	0.565018	0.569141	0.570770	0.567183
01:08:00:00	0.566705	0.562758	0.564850	0.565687
01:08:00:00	0.566555	0.568845	0.565641	0.571664
01:08:00:00	0.561881	0.564255	0.565372	0.565408
01:08:00:00	0.562638	0.570113	0.567454	0.563806
01:08:00:00	0.563129	0.568204	0.571664	0.569676
01:08:00:00	0.560484	0.568887	0.571143	0.571896
01:08:00:00	0.561439	0.564638	0.567387	0.565716
01:08:00:00	0.563087	0.561268	0.568144	0.570891
01:08:00:00	0.569509	0.562966	0.571500	0.565063
01:08:00:00	0.560967	0.561528	0.573133	0.567208
01:08:00:00	0.568248	0.565699	0.565608	0.566804
01:08:00:00	0.567964	0.563292	0.566868	0.569389
01:08:00:00	0.566381	0.566709	0.571365	0.570700
01:08:00:00	0.562933	0.570400	0.566162	0.569300
01:08:00:00	0.567031	0.562200	0.563907	0.562288
01:08:00:00	0.563134	0.570400	0.567833	0.568133
01:08:00:00	0.564501	0.567885	0.567499	0.563064
01:08:00:00	0.562285	0.570298	0.572496	0.569867
01:08:00:00	0.566532	0.564651	0.570958	0.566858
01:08:00:00	0.560394	0.566290	0.563866	0.572127
01:08:00:00	0.561522	0.563646	0.568033	0.569663
01:08:00:00	0.565735	0.566352	0.568350	0.567711
01:08:00:00	0.565806	0.569787	0.564704	0.566932
01:08:00:00	0.564660	0.566014	0.565689	0.566157
01:08:00:00	0.568557	0.563908	0.568029	0.562271
01:08:00:00	0.562260	0.569222	0.564671	0.570777
01:08:00:00	0.565962	0.564162	0.566213	0.567362
01:08:00:00	0.564367	0.569299	0.566741	0.563770
01:08:00:00	0.563278	0.564773	0.565090	0.567552
01:08:00:00	0.560100	0.568668	0.571673	0.564080
01:08:00:00	0.562233	0.567283	0.572778	0.562303
01:08:00:00	0.563794	0.562417	0.563713	0.567078
01:08:00:00	0.562595	0.569599	0.568322	0.564037
01:08:00:00	0.568103	0.562600	0.564034	0.567156
01:08:00:00	0.561467	0.569982	0.567407	0.565209
01:08:00:00	0.560062	0.568073	0.565053	0.566776
01:08:00:00	0.568477	0.562925	0.566374	0.566037
01:08:00:00	0.568794	0.568448	0.569240	0.570299
01:08:00:00	0.565435	0.562268	0.565452	0.571594
01:08:00:00	0.569355	0.565981	0.570527	0.569296
01:08:00:00	0.563520	0.566099	0.565684	0.568404
01:08:00:00	0.566190	0.560961	0.563850	0.563208
01:08:00:00	0.561298	0.570261	0.567329	0.567363
01:08:00:00	0.562091	0.562717	0.571643	0.562244
01:08:00:00	0.563293	0.562427	0.566861	0.569949
01:08:00:00	0.561996	0.570276	0.567404	0.568587
01:08:00:00	0.559818	0.569717	0.569648	0.565917
01:08:00:00	0.559745	0.562518	0.571211	0.570409
01:08:00:00	0.561808	0.563277	0.572929	0.570489
01:08:00:00	0.559726	0.568736	0.564093	0.569241
01:08:00:00	0.566502	0.564079	0.565215	0.570107
01:08:00:00	0.568786	0.563673	0.567976	0.566287
01:08:00:00	0.568885	0.563409	0.568159	0.566815
01:08:00:00	0.560948	0.570647	0.568706	0.566063
01:08:00:00	0.566579	0.566044	0.572488	0.567861
01:08:00:00	0.560859	0.568989	0.567055	0.570570
01:08:00:00	0.566442	0.563482	0.565087	0.564523
01:08:00:00	0.565729	0.565047	0.567043	0.568758
01:08:00:00	0.565396	0.564526	0.572617	0.571447
01:08:00:00	0.560636	0.564174	0.566956	0.569706
01:08:00:00	0.568643	0.567468	0.568898	0.566692
01:08:00:00	0.563522	0.561293	0.573033	0.567345
01:08:00:00	0.562174	0.570513	0.565764	0.564823
01:08:00:00	0.564514	0.568752	0.571073	0.569869
01:08:00:00	0.560711	0.565821	0.569862	0.568879
01:08:00:00	0.567232	0.565692	0.572575	0.568012
01:08:00:00	0.564508	0.570295	0.566178	0.570910
01:08:00:00	0.560209	0.562634	0.573044	0.570232
01:08:00:00	0.568573	0.564458	0.567060	0.564421
01:08:00:00	0.565026	0.570060	0.567812	0.563252
01:08:00:00	0.564182	0.565430	0.570855	0.563791
01:08:00:00	0.563896	0.569123	0.567833	0.564775
01:08:00:00	0.560163	0.563203	0.567150	0.562747
01:08:00:00	0.564672	0.561440	0.566796	0.567253
01:08:00:00	0.565128	0.568766	0.564577	0.567705
01:08:00:00	0.567510	0.562748	0.570717	0.571112
01:08:00:00	0.568277	0.563759	0.563700	0.569698
01:08:00:00	0.568020	0.563291	0.568603	0.569230
01:08:00:00	0.563226	0.569958	0.572137	0.564353
01:08:00:00	0.562792	0.566294	0.570443	0.570366
01:08:00:00	0.561904	0.562104	0.564188	0.562924
01:08:00:00	0.560055	0.567882	0.564235	0.564502
01:08:00:00	0.567126	0.568495	0.564378	0.569758
01:08:00:00	0.565821	0.569531	0.566695	0.562528
01:08:00:00	0.564005	0.565372	0.567046	0.563715
01:08:00:00	0.568838	0.564077	0.566505	0.570692
01:08:00:00	0.563561	0.566325	0.571453	0.569377
01:08:00:00	0.560992	0.564170	0.566780	0.569162
01:08:00:00	0.562537	0.563391	0.569375	0.567012
01:08:00:00	0.561115	0.569698	0.567251	0.566650
01:08:00:00	0.563080	0.561442	0.571049	0.563007
01:08:00:00	0.564968	0.561627	0.569051	0.569121
01:08:00:00	0.560011	0.567383	0.568892	0.563013
01:08:00:00	0.561159	0.568072	0.566121	0.563490
01:08:00:00	0.563115	0.568941	0.566639	0.567656
01:08:00:00	0.566967	0.561634	0.570096	0.564534
01:08:00:00	0.566288	0.570492	0.568054	0.568215
01:08:00:00	0.563100	0.569783	0.572047	0.565329
01:08:00:00	0.565297	0.563153	0.565353	0.570071
01:08:00:00	0.564490	0.565057	0.565638	0.570066
01:08:00:00	0.566285	0.567204	0.570992	0.571648
01:08:00:00	0.564573	0.567768	0.567405	0.570396
01:08:00:00	0.559772	0.561548	0.563409	0.563904
01:08:00:00	0.560204	0.561925	0.564261	0.562910
01:08:00:00	0.564832	0.563225	0.566475	0.562013
01:08:00:00	0.560534	0.564521	0.563437	0.567076
01:08:00:00	0.563514	0.561493	0.569512	0.566739
01:08:00:00	0.567533	0.566247	0.572159	0.563680
01:08:00:00	0.562169	0.562963	0.569553	0.569068
01:08:00:00	0.566220	0.565526	0.566951	0.567527
01:08:00:00	0.561224	0.561208	0.569436	0.565763
01:08:00:00	0.562016	0.567768	0.565286	0.565384
01:08:00:00	0.559747	0.570268	0.570167	0.563716
01:08:00:00	0.564703	0.564778	0.565949	0.567177
01:08:00:00	0.559694	0.567228	0.571687	0.564970
01:08:00:00	0.568668	0.567367	0.563727	0.566004
01:08:00:00	0.562146	0.565870	0.570262	0.567160
01:08:00:00	0.562095	0.564224	0.568279	0.566742
01:08:00:00	0.563134	0.561334	0.569444	0.562081
01:08:00:00	0.566428	0.561527	0.563034	0.567094
01:08:00:00	0.562454	0.567270	0.569805	0.563403
01:08:00:00	0.568662	0.567813	0.569476	0.567150
01:08:00:00	0.568574	0.561196	0.565189	0.565218
01:08:00:00	0.563847	0.563934	0.567099	0.570854
01:08:00:00	0.564067	0.562234	0.569227	0.562307
01:08:00:00	0.565557	0.566654	0.571220	0.568374
01:08:00:00	0.563978	0.564726	0.567820	0.565997
01:08:00:00	0.561993	0.561459	0.572611	0.563398
01:08:00:00	0.568284	0.561008	0.570540	0.562066
01:08:00:00	0.559252	0.567812	0.568075	0.568941
01:08:00:00	0.562698	0.564993	0.563317	0.565401
01:08:00:00	0.560070	0.563434	0.568881	0.561963
01:08:00:00	0.566079	0.562497	0.568214	0.564917
01:08:00:00	0.561582	0.568920	0.571397	0.566373
01:08:00:00	0.560332	0.565156	0.564011	0.564701
01:08:00:00	0.564199	0.563281	0.562859	0.567971
01:08:00:00	0.563915	0.563443	0.569914	0.565606
01:08:00:00	0.561797	0.569500	0.570942	0.565431
01:08:00:00	0.559712	0.567522	0.571478	0.566796
01:08:00:00	0.564176	0.567123	0.571709	0.571234
01:08:00:00	0.560192	0.564837	0.571589	0.566613
01:08:00:00	0.567604	0.569089	0.567203	0.566991
01:08:00:00	0.560823	0.564501	0.571379	0.568116
01:08:00:00	0.563685	0.560300	0.563200	0.568614
01:08:00:00	0.568513	0.561546	0.567659	0.563217
01:08:00:00	0.563698	0.565500	0.571886	0.564454
01:08:00:00	0.562274	0.568250	0.566415	0.567310
01:08:00:00	0.564344	0.568244	0.562729	0.563338
01:08:00:00	0.560382	0.563674	0.566271	0.568227
01:08:00:00	0.568079	0.564414	0.564192	0.568953
01:08:00:00	0.565552	0.569500	0.570261	0.567237
01:08:00:00	0.561800	0.563299	0.563667	0.564682
01:08:00:00	0.561993	0.561901	0.568039	0.570743
01:08:00:00	0.566293	0.560361	0.568630	0.564595
01:08:00:00	0.566891	0.564402	0.566979	0.567987
01:08:00:00	0.568258	0.567394	0.567964	0.564105
01:08:00:00	0.560842	0.567996	0.563512	0.571205
01:08:00:00	0.567852	0.566874	0.567726	0.563646
01:08:00:00	0.563445	0.569988	0.567196	0.571327
01:08:00:00	0.562846	0.561293	0.568856	0.570827
01:08:00:00	0.559270	0.566771	0.570144	0.561865
01:08:00:00	0.563586	0.561452	0.562683	0.567545
01:08:00:00	0.562738	0.567429	0.566576	0.570236
01:08:00:00	0.566832	0.561751	0.567804	0.570255
01:08:00:00	0.559036	0.564313	0.572508	0.568919
01:08:00:00	0.562298	0.562229	0.570132	0.570613
01:08:00:00	0.559439	0.566188	0.569356	0.563038
01:08:00:00	0.562495	0.561762	0.569774	0.570669
01:08:00:00	0.559904	0.566363	0.570581	0.563551
01:08:00:00	0.565841	0.562497	0.566363	0.563691
01:08:00:00	0.565035	0.564153	0.566317	0.567338
01:08:00:00	0.567580	0.560584	0.564994	0.561696
01:08:00:00	0.568483	0.567725	0.569371	0.563746
01:08:00:00	0.562179	0.562357	0.566053	0.569457
01:08:00:00	0.561456	0.561519	0.572314	0.565465
01:08:00:00	0.562060	0.567473	0.570770	0.563291
01:08:00:00	0.565660	0.566480	0.571185	0.566069
01:08:00:00	0.563085	0.560398	0.562816	0.567624
01:08:00:00	0.567125	0.561490	0.571198	0.564663
01:08:00:00	0.568822	0.567002	0.565685	0.567802
01:08:00:00	0.565641	0.568340	0.569590	0.563804
01:08:00:00	0.562051	0.568567	0.570198	0.568161
01:08:00:00	0.562875	0.566744	0.562860	0.565249
01:08:00:00	0.560519	0.568718	0.567837	0.569548
01:08:00:00	0.566397	0.569083	0.571164	0.567171
01:08:00:00	0.563899	0.569683	0.570439	0.565736
01:08:00:00	0.565081	0.569394	0.568178	0.562375
01:08:00:00	0.562782	0.561526	0.563034	0.565426
01:08:00:00	0.559526	0.569550	0.565652	0.562194
01:08:00:00	0.565586	0.563759	0.568584	0.569426
01:08:00:00	0.564238	0.561402	0.564540	0.562425
01:08:00:00	0.559550	0.568822	0.567179	0.568819
01:08:00:00	0.561566	0.567649	0.570410	0.570144
01:08:00:00	0.561358	0.563219	0.571535	0.567985
01:08:00:00	0.559334	0.568911	0.565885	0.563788
01:08:00:00	0.565555	0.560052	0.568742	0.568303
01:08:00:00	0.558885	0.568450	0.567621	0.569352
01:08:00:00	0.558886	0.560050	0.568159	0.568456
01:08:00:00	0.568676	0.566277	0.570014	0.561312
01:08:00:00	0.563201	0.566898	0.563508	0.569015
01:08:00:00	0.568139	0.569552	0.570483	0.563453
01:08:00:00	0.563384	0.563420	0.563699	0.567517
01:08:00:00	0.591555	0.571808	0.590515	0.575238
01:08:00:00	0.586968	0.559590	0.596578	0.535887
01:08:00:00	0.579190	0.524572	0.513056	0.541696
01:08:00:00	0.554948	0.548535	0.594586	0.585842
01:08:00:00	0.573066	0.582460	0.534310	0.586596
01:08:00:00	0.563126	0.587809	0.629016	0.584742
01:08:00:00	0.596188	0.563069	0.591402	0.576792
01:08:00:00	0.543498	0.573139	0.594533	0.562240
01:08:00:00	0.546776	0.544125	0.549422	0.575210
01:08:00:00	0.533198	0.558355	0.583907	0.565433
01:08:00:00	0.566375	0.566699	0.562495	0.562011
01:08:00:00	0.562179	0.560468	0.563418	0.567019
01:08:00:00	0.559664	0.560964	0.569356	0.564298
01:08:00:00	0.566645	0.569039	0.562381	0.564139
01:08:00:00	0.562998	0.565732	0.569252	0.562669
01:08:00:00	0.565787	0.561481	0.563669	0.563930
01:08:00:00	0.567392	0.567869	0.565771	0.570682
01:08:00:00	0.563248	0.560219	0.571748	0.565583
01:08:00:00	0.567971	0.565221	0.564847	0.568668
01:08:00:00	0.568397	0.562155	0.567171	0.566001
01:08:00:00	0.561943	0.563861	0.571336	0.564187
01:08:00:00	0.560353	0.563857	0.568868	0.566443
01:08:00:00	0.559836	0.562679	0.563142	0.562415
01:08:00:00	0.561394	0.566887	0.564781	0.564867
01:08:00:00	0.565564	0.569460	0.566998	0.561912
01:08:00:00	0.565747	0.568429	0.564072	0.561513
01:08:00:00	0.565481	0.569058	0.568822	0.563444
01:08:00:00	0.564768	0.562201	0.571774	0.568582
01:08:00:00	0.560177	0.563598	0.568895	0.561149
01:08:00:00	0.565470	0.561725	0.566281	0.561537
01:08:00:00	0.559489	0.564228	0.570499	0.565227
01:08:00:00	0.561381	0.567641	0.567597	0.561386
01:08:00:00	0.565312	0.565516	0.562817	0.566707
01:08:00:00	0.566488	0.562987	0.567808	0.567840
01:08:00:00	0.562145	0.566400	0.566237	0.563557
01:08:00:00	0.565365	0.565365	0.571129	0.568209
01:08:00:00	0.558586	0.568149	0.564364	0.566908
01:08:00:00	0.565381	0.560944	0.568210	0.567607
01:08:00:00	0.558549	0.568930	0.567213	0.560934
01:08:00:00	0.560806	0.562801	0.566963	0.563235
01:08:00:00	0.568349	0.565678	0.564259	0.569059
01:08:00:00	0.562767	0.567955	0.568150	0.568640
01:08:00:00	0.562423	0.569649	0.566007	0.567090
01:08:00:00	0.561854	0.567114	0.571197	0.562169
01:08:00:00	0.559728	0.563400	0.564079	0.564991
01:08:00:00	0.559232	0.568976	0.568362	0.562196
01:08:00:00	0.568225	0.566646	0.568212	0.566626
01:08:00:00	0.562789	0.567459	0.562431	0.565509
01:08:00:00	0.567098	0.566451	0.567706	0.562329
01:08:00:00	0.559684	0.562833	0.566471	0.565582
01:08:00:00	0.560596	0.569093	0.563543	0.569650
01:08:00:00	0.568062	0.563846	0.567275	0.564043
01:08:00:00	0.563488	0.567611	0.569240	0.565653
01:08:00:00	0.565175	0.561228	0.563320	0.564157
01:08:00:00	0.565025	0.567315	0.564111	0.570134
01:08:00:00	0.560351	0.562725	0.563842	0.563878
01:08:00:00	0.561108	0.568583	0.565924	0.562276
01:08:00:00	0.561599	0.566674	0.570134	0.568146
01:08:00:00	0.558954	0.567357	0.569613	0.570366
01:08:00:00	0.559909	0.563108	0.565857	0.564186
01:08:00:00	0.561557	0.559738	0.566614	0.569361
01:08:00:00	0.567979	0.561436	0.569970	0.563533
01:08:00:00	0.559437	0.559998	0.571603	0.565678
01:08:00:00	0.566718	0.564169	0.564078	0.565274
01:08:00:00	0.566434	0.561762	0.565338	0.567859
01:08:00:00	0.564851	0.565179	0.569835	0.569170
01:08:00:00	0.561403	0.568870	0.564632	0.567770
01:08:00:00	0.565501	0.560670	0.562377	0.560758
01:08:00:00	0.561604	0.568870	0.566303	0.566603
01:08:00:00	0.562971	0.566355	0.565969	0.561534
01:08:00:00	0.560755	0.568768	0.570966	0.568337
01:08:00:00	0.565002	0.563121	0.569428	0.565328
01:08:00:00	0.558864	0.564760	0.562336	0.570597
01:08:00:00	0.559992	0.562116	0.566503	0.568133
01:08:00:00	0.564205	0.564822	0.566820	0.566181
01:08:00:00	0.564276	0.568257	0.563174	0.565402
01:08:00:00	0.563130	0.564484	0.564159	0.564627
01:08:00:00	0.567027	0.562378	0.566499	0.560741
01:08:00:00	0.560730	0.567692	0.563141	0.569247
01:08:00:00	0.564432	0.562632	0.564683	0.565832
01:08:00:00	0.562837	0.567769	0.565211	0.562240
01:08:00:00	0.561748	0.563243	0.563560	0.566022
01:08:00:00	0.558570	0.567138	0.570143	0.562550
01:08:00:00	0.560703	0.565753	0.571248	0.560773
01:08:00:00	0.562264	0.560887	0.562183	0.565548
01:08:00:00	0.561065	0.568069	0.566792	0.562507
01:08:00:00	0.566573	0.561070	0.562504	0.565626
01:08:00:00	0.559937	0.568452	0.565877	0.563679
01:08:00:00	0.558532	0.566543	0.563523	0.565246
01:08:00:00	0.566947	0.561395	0.564844	0.564507
01:08:00:00	0.567264	0.566918	0.567710	0.568769
01:08:00:00	0.563905	0.560738	0.563922	0.570064
01:08:00:00	0.567825	0.564451	0.568997	0.567766
01:08:00:00	0.561990	0.564569	0.564154	0.566874
01:08:00:00	0.564660	0.559431	0.562320	0.561678
01:08:00:00	0.559768	0.568731	0.565799	0.565833
01:08:00:00	0.560561	0.561187	0.570113	0.560714
01:08:00:00	0.561763	0.560897	0.565331	0.568419
01:08:00:00	0.560466	0.568746	0.565874	0.567057
01:08:00:00	0.558288	0.568187	0.568118	0.564387
01:08:00:00	0.558215	0.560988	0.569681	0.568879
01:08:00:00	0.560278	0.561747	0.571399	0.568959
01:08:00:00	0.558196	0.567206	0.562563	0.567711
01:08:00:00	0.564972	0.562549	0.563685	0.568577
01:08:00:00	0.567256	0.562143	0.566446	0.564757
01:08:00:00	0.567355	0.561879	0.566629	0.565285
01:08:00:00	0.559418	0.569117	0.567176	0.564533
01:08:00:00	0.565049	0.564514	0.570958	0.566331
01:08:00:00	0.559329	0.567459	0.565525	0.569040
01:08:00:00	0.564912	0.561952	0.563557	0.562993
01:08:00:00	0.564199	0.563517	0.565513	0.567228
01:08:00:00	0.563866	0.562996	0.571087	0.569917
01:08:00:00	0.559106	0.562644	0.565426	0.568176
01:08:00:00	0.567113	0.565938	0.567368	0.565162
01:08:00:00	0.561992	0.559763	0.571503	0.565815
01:08:00:00	0.560644	0.568983	0.564234	0.563293
01:08:00:00	0.562984	0.567222	0.569543	0.568339
01:08:00:00	0.559181	0.564291	0.568332	0.567349
01:08:00:00	0.565702	0.564162	0.571045	0.566482
01:08:00:00	0.562978	0.568765	0.564648	0.569380
01:08:00:00	0.558679	0.561104	0.571514	0.568702
01:08:00:00	0.567043	0.562928	0.565530	0.562891
01:08:00:00	0.563496	0.568530	0.566282	0.561722
01:08:00:00	0.562652	0.563900	0.569325	0.562261
01:08:00:00	0.562366	0.567593	0.566303	0.563245
01:08:00:00	0.558633	0.561673	0.565620	0.561217
01:08:00:00	0.563142	0.559910	0.565266	0.565723
01:08:00:00	0.563598	0.567236	0.563047	0.566175
01:08:00:00	0.565980	0.561218	0.569187	0.569582
01:08:00:00	0.566747	0.562229	0.562170	0.568168
01:08:00:00	0.566490	0.561761	0.567073	0.567700
01:08:00:00	0.561696	0.568428	0.570607	0.562823
