粉尘名称：
粉尘粒径：
粉尘含水量：

初始含氧量：
初始压力：
测试浓度：
点火能量：
反应器体积：0.000Lt1Pmax=0.628149,t=0.274700S(dp/dt)max=698.164321/S  kst=698.164321.m/St2Pmax=0.631058,t=0.274700S(dp/dt)max=815.362646/S  kst=815.362646.m/St3Pmax=0.636721,t=0.324900S(dp/dt)max=947.061579/S  kst=947.061579.m/S时间	t1	t2	t3	t4
D:H:M:S				
01:08:00:00	0.577741	0.578011	0.587736	0.582137
01:08:00:00	0.578980	0.580140	0.588743	0.584868
01:08:00:00	0.584707	0.580892	0.586743	0.583043
01:08:00:00	0.578802	0.576657	0.582214	0.584270
01:08:00:00	0.579141	0.581667	0.588056	0.583962
01:08:00:00	0.583961	0.582855	0.582830	0.580070
01:08:00:00	0.577671	0.586022	0.586744	0.579464
01:08:00:00	0.582557	0.581808	0.588442	0.583776
01:08:00:00	0.581613	0.579403	0.580228	0.578716
01:08:00:00	0.579102	0.583450	0.585626	0.584303
01:08:00:00	0.575831	0.579511	0.579662	0.579825
01:08:00:00	0.575908	0.579870	0.588785	0.586372
01:08:00:00	0.584169	0.579208	0.581825	0.584100
01:08:00:00	0.577043	0.580212	0.581768	0.578870
01:08:00:00	0.580984	0.585934	0.586558	0.587410
01:08:00:00	0.583712	0.584501	0.579551	0.584436
01:08:00:00	0.584528	0.577478	0.587214	0.583292
01:08:00:00	0.581388	0.584643	0.580078	0.580461
01:08:00:00	0.576488	0.580898	0.588310	0.587529
01:08:00:00	0.579195	0.583075	0.582824	0.585953
01:08:00:00	0.577793	0.580199	0.582165	0.585576
01:08:00:00	0.577190	0.580537	0.586042	0.581176
01:08:00:00	0.576996	0.584539	0.581156	0.577726
01:08:00:00	0.579751	0.585281	0.581364	0.583928
01:08:00:00	0.583399	0.584388	0.580771	0.583771
01:08:00:00	0.575730	0.577002	0.588376	0.579366
01:08:00:00	0.577953	0.578332	0.587446	0.585495
01:08:00:00	0.580192	0.584049	0.588290	0.580126
01:08:00:00	0.578717	0.581572	0.579112	0.582751
01:08:00:00	0.580830	0.581130	0.583236	0.580400
01:08:00:00	0.581008	0.579035	0.587390	0.582782
01:08:00:00	0.584691	0.577200	0.579617	0.586316
01:08:00:00	0.583924	0.584529	0.588629	0.582895
01:08:00:00	0.581035	0.585690	0.579045	0.587082
01:08:00:00	0.584495	0.580221	0.585696	0.581254
01:08:00:00	0.576811	0.579376	0.582585	0.586684
01:08:00:00	0.577844	0.585359	0.582972	0.584621
01:08:00:00	0.583533	0.581162	0.579908	0.584713
01:08:00:00	0.579831	0.581291	0.583612	0.582410
01:08:00:00	0.582420	0.576943	0.581815	0.586346
01:08:00:00	0.580396	0.577095	0.583714	0.579856
01:08:00:00	0.584494	0.577701	0.580311	0.579575
01:08:00:00	0.578449	0.582777	0.581042	0.585929
01:08:00:00	0.581837	0.584465	0.588266	0.581292
01:08:00:00	0.577052	0.576833	0.579959	0.581773
01:08:00:00	0.583541	0.578121	0.584919	0.580477
01:08:00:00	0.579099	0.578918	0.587112	0.582887
01:08:00:00	0.582615	0.578750	0.578978	0.579558
01:08:00:00	0.582196	0.583438	0.581681	0.581126
01:08:00:00	0.581484	0.580438	0.587074	0.579865
01:08:00:00	0.581545	0.577313	0.585384	0.581224
01:08:00:00	0.575152	0.586089	0.583895	0.584979
01:08:00:00	0.583246	0.581475	0.580360	0.585998
01:08:00:00	0.575946	0.583687	0.587362	0.584799
01:08:00:00	0.577527	0.580216	0.581017	0.584232
01:08:00:00	0.582460	0.586116	0.585720	0.578146
01:08:00:00	0.584581	0.577858	0.580631	0.584752
01:08:00:00	0.583975	0.584460	0.584892	0.580708
01:08:00:00	0.575671	0.578036	0.579573	0.582370
01:08:00:00	0.583442	0.579981	0.581582	0.578838
01:08:00:00	0.582934	0.577940	0.584907	0.586208
01:08:00:00	0.576393	0.578900	0.581169	0.587067
01:08:00:00	0.578140	0.581768	0.579253	0.580944
01:08:00:00	0.576715	0.580127	0.586862	0.582358
01:08:00:00	0.584039	0.582945	0.585150	0.584934
01:08:00:00	0.580810	0.578544	0.580704	0.578243
01:08:00:00	0.578544	0.581130	0.583958	0.585772
01:08:00:00	0.580607	0.576189	0.586911	0.585650
01:08:00:00	0.581335	0.580672	0.579146	0.585255
01:08:00:00	0.575862	0.582573	0.582161	0.583424
01:08:00:00	0.581498	0.580300	0.579893	0.580793
01:08:00:00	0.577951	0.578682	0.586003	0.579880
01:08:00:00	0.584336	0.579435	0.584960	0.582547
01:08:00:00	0.575397	0.584988	0.579287	0.579859
01:08:00:00	0.576143	0.576162	0.584100	0.578510
01:08:00:00	0.583792	0.581356	0.586165	0.579962
01:08:00:00	0.580958	0.580094	0.586125	0.585755
01:08:00:00	0.580937	0.585806	0.583062	0.584618
01:08:00:00	0.576861	0.577668	0.584364	0.579299
01:08:00:00	0.580693	0.580372	0.587821	0.580399
01:08:00:00	0.576422	0.584356	0.580955	0.587083
01:08:00:00	0.581261	0.582140	0.583210	0.584937
01:08:00:00	0.580927	0.582259	0.580812	0.579663
01:08:00:00	0.583865	0.585701	0.582298	0.578260
01:08:00:00	0.577572	0.585271	0.587472	0.585322
01:08:00:00	0.580681	0.576909	0.587771	0.579082
01:08:00:00	0.583068	0.585832	0.584078	0.580295
01:08:00:00	0.578909	0.583168	0.586880	0.578754
01:08:00:00	0.575904	0.584482	0.586994	0.585479
01:08:00:00	0.577316	0.585875	0.581385	0.585034
01:08:00:00	0.583637	0.583559	0.586660	0.583511
01:08:00:00	0.577950	0.576036	0.586125	0.577203
01:08:00:00	0.581439	0.581892	0.587952	0.583300
01:08:00:00	0.584610	0.576191	0.582349	0.581800
01:08:00:00	0.575195	0.576813	0.584810	0.578999
01:08:00:00	0.580605	0.577607	0.583187	0.577868
01:08:00:00	0.581842	0.582920	0.585056	0.583466
01:08:00:00	0.575764	0.583441	0.579281	0.579820
01:08:00:00	0.577030	0.579107	0.584596	0.582182
01:08:00:00	0.584295	0.584912	0.583278	0.584091
01:08:00:00	0.576152	0.584000	0.584576	0.580836
01:08:00:00	0.580847	0.583735	0.584402	0.578764
01:08:00:00	0.579218	0.577450	0.581894	0.582357
01:08:00:00	0.577150	0.578972	0.583117	0.587065
01:08:00:00	0.579358	0.583484	0.581745	0.577307
01:08:00:00	0.583211	0.583488	0.580195	0.582003
01:08:00:00	0.582945	0.578117	0.588199	0.583304
01:08:00:00	0.577058	0.584001	0.587087	0.584344
01:08:00:00	0.583377	0.580547	0.583248	0.584894
01:08:00:00	0.584390	0.579592	0.581626	0.583452
01:08:00:00	0.578361	0.580002	0.579385	0.577273
01:08:00:00	0.578397	0.583227	0.587224	0.581114
01:08:00:00	0.575587	0.579254	0.580706	0.583175
01:08:00:00	0.581246	0.584432	0.578661	0.581943
01:08:00:00	0.583482	0.582012	0.579726	0.577385
01:08:00:00	0.577344	0.583599	0.587490	0.579767
01:08:00:00	0.583218	0.584446	0.578289	0.582770
01:08:00:00	0.584454	0.576919	0.586574	0.577962
01:08:00:00	0.582550	0.579279	0.587657	0.584798
01:08:00:00	0.578254	0.584303	0.585343	0.578652
01:08:00:00	0.583594	0.580523	0.578914	0.578751
01:08:00:00	0.583903	0.577158	0.579392	0.580355
01:08:00:00	0.578402	0.578060	0.584737	0.582469
01:08:00:00	0.575202	0.578473	0.581221	0.585461
01:08:00:00	0.580915	0.583333	0.580574	0.586506
01:08:00:00	0.575472	0.585754	0.582691	0.580214
01:08:00:00	0.580055	0.577576	0.582035	0.578918
01:08:00:00	0.578262	0.581642	0.582173	0.581191
01:08:00:00	0.576843	0.584726	0.583297	0.580381
01:08:00:00	0.583898	0.581613	0.582673	0.578558
01:08:00:00	0.577286	0.585445	0.581698	0.585759
01:08:00:00	0.576238	0.576049	0.582236	0.582523
01:08:00:00	0.575121	0.576443	0.584054	0.586516
01:08:00:00	0.580157	0.577856	0.579074	0.579852
01:08:00:00	0.578045	0.577260	0.580010	0.584028
01:08:00:00	0.579751	0.576929	0.581359	0.579153
01:08:00:00	0.575965	0.576061	0.587624	0.581137
01:08:00:00	0.581469	0.576240	0.587855	0.577233
01:08:00:00	0.578654	0.576844	0.585485	0.582132
01:08:00:00	0.580928	0.576619	0.580280	0.584476
01:08:00:00	0.577488	0.578441	0.584622	0.579389
01:08:00:00	0.578335	0.576448	0.584795	0.585543
01:08:00:00	0.581302	0.578345	0.586180	0.576978
01:08:00:00	0.576200	0.582458	0.584985	0.577434
01:08:00:00	0.575601	0.580676	0.581014	0.582191
01:08:00:00	0.581353	0.580349	0.580005	0.578436
01:08:00:00	0.578617	0.581456	0.587395	0.586810
01:08:00:00	0.575427	0.582608	0.578781	0.583112
01:08:00:00	0.582714	0.577328	0.578711	0.580245
01:08:00:00	0.580260	0.579753	0.586862	0.580183
01:08:00:00	0.576375	0.583118	0.583991	0.581526
01:08:00:00	0.578781	0.583230	0.586803	0.579857
01:08:00:00	0.574764	0.577684	0.585927	0.586260
01:08:00:00	0.581504	0.575697	0.581326	0.580140
01:08:00:00	0.577531	0.580258	0.580652	0.579293
01:08:00:00	0.576588	0.582328	0.583117	0.578470
01:08:00:00	0.580407	0.576849	0.587494	0.585593
01:08:00:00	0.574789	0.576629	0.587182	0.585417
01:08:00:00	0.576760	0.582149	0.585865	0.581393
01:08:00:00	0.578466	0.577841	0.583381	0.583782
01:08:00:00	0.577968	0.578878	0.585179	0.582548
01:08:00:00	0.576534	0.580051	0.582960	0.578184
01:08:00:00	0.580713	0.577101	0.580151	0.581440
01:08:00:00	0.578982	0.582184	0.580379	0.584156
01:08:00:00	0.574645	0.583305	0.583030	0.586205
01:08:00:00	0.574847	0.576545	0.578031	0.578004
01:08:00:00	0.578972	0.579712	0.579764	0.584925
01:08:00:00	0.577292	0.585204	0.583618	0.581198
01:08:00:00	0.581454	0.577455	0.587192	0.580460
01:08:00:00	0.583369	0.583571	0.583565	0.582001
01:08:00:00	0.576853	0.579569	0.587162	0.580667
01:08:00:00	0.581236	0.577195	0.586324	0.582151
01:08:00:00	0.578313	0.576433	0.585656	0.583586
01:08:00:00	0.578578	0.579706	0.586460	0.579720
01:08:00:00	0.583407	0.578656	0.586608	0.578250
01:08:00:00	0.577589	0.577548	0.587621	0.583674
01:08:00:00	0.583858	0.577226	0.580482	0.586486
01:08:00:00	0.580046	0.578686	0.584572	0.583001
01:08:00:00	0.583077	0.577486	0.579588	0.580824
01:08:00:00	0.574639	0.576845	0.578079	0.583884
01:08:00:00	0.577494	0.583276	0.577853	0.581584
01:08:00:00	0.576681	0.584121	0.586136	0.581628
01:08:00:00	0.583025	0.578517	0.582959	0.582532
01:08:00:00	0.581094	0.580792	0.587102	0.576727
01:08:00:00	0.583849	0.585298	0.582177	0.586053
01:08:00:00	0.575706	0.577508	0.578719	0.580271
01:08:00:00	0.579290	0.581205	0.579717	0.583424
01:08:00:00	0.580683	0.576325	0.581287	0.585470
01:08:00:00	0.581924	0.581709	0.581049	0.580511
01:08:00:00	0.580204	0.576380	0.582705	0.584873
01:08:00:00	0.580146	0.577047	0.580988	0.585924
01:08:00:00	0.580665	0.576577	0.578557	0.578015
01:08:00:00	0.581392	0.583144	0.582763	0.584888
01:08:00:00	0.582625	0.585289	0.584128	0.577799
01:08:00:00	0.579655	0.584370	0.579851	0.580842
01:08:00:00	0.575054	0.576721	0.585647	0.582079
01:08:00:00	0.584042	0.578434	0.582098	0.583493
01:08:00:00	0.576562	0.580369	0.582569	0.581548
01:08:00:00	0.579074	0.581012	0.587468	0.582669
01:08:00:00	0.579694	0.583047	0.585395	0.576592
01:08:00:00	0.582056	0.582661	0.585537	0.581291
01:08:00:00	0.577224	0.581363	0.580053	0.582654
01:08:00:00	0.583832	0.578808	0.582305	0.583165
01:08:00:00	0.578239	0.582578	0.578927	0.578507
01:08:00:00	0.583489	0.584694	0.580428	0.583999
01:08:00:00	0.578584	0.577287	0.587399	0.584124
01:08:00:00	0.580585	0.584295	0.583297	0.579973
01:08:00:00	0.579469	0.583942	0.585740	0.580104
01:08:00:00	0.577852	0.585274	0.587145	0.576732
01:08:00:00	0.574701	0.579170	0.582826	0.577507
01:08:00:00	0.574711	0.575378	0.585256	0.582868
01:08:00:00	0.577453	0.581458	0.577740	0.577531
01:08:00:00	0.577015	0.582957	0.578946	0.583110
01:08:00:00	0.576430	0.580735	0.581587	0.580033
01:08:00:00	0.583921	0.580500	0.583361	0.583177
01:08:00:00	0.582500	0.576753	0.579679	0.577495
01:08:00:00	0.581351	0.578659	0.583780	0.583950
01:08:00:00	0.577964	0.578295	0.586311	0.585113
01:08:00:00	0.579315	0.580307	0.584005	0.581675
01:08:00:00	0.578060	0.582592	0.579149	0.579138
01:08:00:00	0.574086	0.582046	0.587558	0.581284
01:08:00:00	0.577229	0.583509	0.580935	0.579579
01:08:00:00	0.575900	0.583080	0.584409	0.582263
01:08:00:00	0.579216	0.580379	0.578691	0.585420
01:08:00:00	0.582517	0.583881	0.578422	0.584421
01:08:00:00	0.578826	0.581965	0.582224	0.578744
01:08:00:00	0.582471	0.585142	0.584738	0.577025
01:08:00:00	0.576540	0.582044	0.578344	0.584347
01:08:00:00	0.580923	0.577390	0.579821	0.578299
01:08:00:00	0.576040	0.579119	0.586121	0.585741
01:08:00:00	0.582071	0.577520	0.578233	0.584718
01:08:00:00	0.583578	0.578591	0.587281	0.577459
01:08:00:00	0.578502	0.575349	0.582831	0.579924
01:08:00:00	0.574299	0.576186	0.579557	0.583296
01:08:00:00	0.573935	0.577883	0.579609	0.579492
01:08:00:00	0.576640	0.583297	0.581306	0.580092
01:08:00:00	0.582075	0.581452	0.581759	0.578301
01:08:00:00	0.574239	0.578694	0.580605	0.579384
01:08:00:00	0.575429	0.578672	0.580845	0.580098
01:08:00:00	0.581041	0.575318	0.579906	0.586202
01:08:00:00	0.580452	0.585015	0.583041	0.583267
01:08:00:00	0.579797	0.580988	0.585407	0.583966
01:08:00:00	0.577772	0.583402	0.584491	0.583246
01:08:00:00	0.581674	0.584375	0.586063	0.581189
01:08:00:00	0.583191	0.581236	0.581470	0.582131
01:08:00:00	0.579975	0.581187	0.579525	0.585652
01:08:00:00	0.576819	0.582423	0.579908	0.584537
01:08:00:00	0.576526	0.583956	0.582524	0.579977
01:08:00:00	0.579609	0.584811	0.585064	0.578087
01:08:00:00	0.579523	0.576615	0.586456	0.580842
01:08:00:00	0.577394	0.575897	0.581543	0.583562
01:08:00:00	0.578247	0.584785	0.577448	0.580804
01:08:00:00	0.577893	0.582302	0.582435	0.585090
01:08:00:00	0.575721	0.579285	0.577731	0.585562
01:08:00:00	0.581994	0.576997	0.582089	0.580191
01:08:00:00	0.574728	0.578329	0.582249	0.585290
01:08:00:00	0.578218	0.579624	0.582714	0.577126
01:08:00:00	0.577809	0.579210	0.581169	0.585273
01:08:00:00	0.576050	0.579729	0.584401	0.583473
01:08:00:00	0.574984	0.582328	0.582219	0.581170
01:08:00:00	0.579057	0.577452	0.577995	0.583687
01:08:00:00	0.580390	0.575185	0.586955	0.576351
01:08:00:00	0.581171	0.580552	0.584328	0.581980
01:08:00:00	0.574707	0.577266	0.580706	0.584296
01:08:00:00	0.578037	0.583877	0.582575	0.583272
01:08:00:00	0.580302	0.576297	0.587227	0.580640
01:08:00:00	0.575334	0.578628	0.586607	0.581468
01:08:00:00	0.570568	0.577386	0.558625	0.593007
01:08:00:00	0.529263	0.599943	0.586261	0.584927
01:08:00:00	0.594415	0.554667	0.609063	0.592853
01:08:00:00	0.581671	0.573345	0.574155	0.577755
01:08:00:00	0.588069	0.568693	0.600789	0.593068
01:08:00:00	0.542579	0.556663	0.588571	0.576138
01:08:00:00	0.581236	0.612922	0.583685	0.597761
01:08:00:00	0.602636	0.573204	0.600637	0.580594
01:08:00:00	0.596567	0.576531	0.603563	0.594770
01:08:00:00	0.580560	0.592834	0.578030	0.591316
01:08:00:00	0.575466	0.583009	0.579626	0.576196
01:08:00:00	0.578221	0.583751	0.579834	0.582398
01:08:00:00	0.581869	0.582858	0.579241	0.582241
01:08:00:00	0.574200	0.575472	0.586846	0.577836
01:08:00:00	0.576423	0.576802	0.585916	0.583965
01:08:00:00	0.578662	0.582519	0.586760	0.578596
01:08:00:00	0.577187	0.580042	0.577582	0.581221
01:08:00:00	0.579300	0.579600	0.581706	0.578870
01:08:00:00	0.579478	0.577505	0.585860	0.581252
01:08:00:00	0.583161	0.575670	0.578087	0.584786
01:08:00:00	0.582394	0.582999	0.587099	0.581365
01:08:00:00	0.579505	0.584160	0.577515	0.585552
01:08:00:00	0.582965	0.578691	0.584166	0.579724
01:08:00:00	0.575281	0.577846	0.581055	0.585154
01:08:00:00	0.576314	0.583829	0.581442	0.583091
01:08:00:00	0.582003	0.579632	0.578378	0.583183
01:08:00:00	0.578301	0.579761	0.582082	0.580880
01:08:00:00	0.580890	0.575413	0.580285	0.584816
01:08:00:00	0.578866	0.575565	0.582184	0.578326
01:08:00:00	0.582964	0.576171	0.578781	0.578045
01:08:00:00	0.576919	0.581247	0.579512	0.584399
01:08:00:00	0.580307	0.582935	0.586736	0.579762
01:08:00:00	0.575522	0.575303	0.578429	0.580243
01:08:00:00	0.582011	0.576591	0.583389	0.578947
01:08:00:00	0.577569	0.577388	0.585582	0.581357
01:08:00:00	0.581085	0.577220	0.577448	0.578028
01:08:00:00	0.580666	0.581908	0.580151	0.579596
01:08:00:00	0.579954	0.578908	0.585544	0.578335
01:08:00:00	0.580015	0.575783	0.583854	0.579694
01:08:00:00	0.573622	0.584559	0.582365	0.583449
01:08:00:00	0.581716	0.579945	0.578830	0.584468
01:08:00:00	0.574416	0.582157	0.585832	0.583269
01:08:00:00	0.575997	0.578686	0.579487	0.582702
01:08:00:00	0.580930	0.584586	0.584190	0.576616
01:08:00:00	0.583051	0.576328	0.579101	0.583222
01:08:00:00	0.582445	0.582930	0.583362	0.579178
01:08:00:00	0.574141	0.576506	0.578043	0.580840
01:08:00:00	0.581912	0.578451	0.580052	0.577308
01:08:00:00	0.581404	0.576410	0.583377	0.584678
01:08:00:00	0.574863	0.577370	0.579639	0.585537
01:08:00:00	0.576610	0.580238	0.577723	0.579414
01:08:00:00	0.575185	0.578597	0.585332	0.580828
01:08:00:00	0.582509	0.581415	0.583620	0.583404
01:08:00:00	0.579280	0.577014	0.579174	0.576713
01:08:00:00	0.577014	0.579600	0.582428	0.584242
01:08:00:00	0.579077	0.574659	0.585381	0.584120
01:08:00:00	0.579805	0.579142	0.577616	0.583725
01:08:00:00	0.574332	0.581043	0.580631	0.581894
01:08:00:00	0.579968	0.578770	0.578363	0.579263
01:08:00:00	0.576421	0.577152	0.584473	0.578350
01:08:00:00	0.582806	0.577905	0.583430	0.581017
01:08:00:00	0.573867	0.583458	0.577757	0.578329
01:08:00:00	0.574613	0.574632	0.582570	0.576980
01:08:00:00	0.582262	0.579826	0.584635	0.578432
01:08:00:00	0.579428	0.578564	0.584595	0.584225
01:08:00:00	0.579407	0.584276	0.581532	0.583088
01:08:00:00	0.575331	0.576138	0.582834	0.577769
01:08:00:00	0.579163	0.578842	0.586291	0.578869
01:08:00:00	0.574892	0.582826	0.579425	0.585553
01:08:00:00	0.579731	0.580610	0.581680	0.583407
01:08:00:00	0.579397	0.580729	0.579282	0.578133
01:08:00:00	0.582335	0.584171	0.580768	0.576730
01:08:00:00	0.576042	0.583741	0.585942	0.583792
01:08:00:00	0.579151	0.575379	0.586241	0.577552
01:08:00:00	0.581538	0.584302	0.582548	0.578765
01:08:00:00	0.577379	0.581638	0.585350	0.577224
01:08:00:00	0.574374	0.582952	0.585464	0.583949
01:08:00:00	0.575786	0.584345	0.579855	0.583504
01:08:00:00	0.582107	0.582029	0.585130	0.581981
01:08:00:00	0.576420	0.574506	0.584595	0.575673
01:08:00:00	0.579909	0.580362	0.586422	0.581770
01:08:00:00	0.583080	0.574661	0.580819	0.580270
01:08:00:00	0.573665	0.575283	0.583280	0.577469
01:08:00:00	0.579075	0.576077	0.581657	0.576338
01:08:00:00	0.580312	0.581390	0.583526	0.581936
01:08:00:00	0.574234	0.581911	0.577751	0.578290
01:08:00:00	0.575500	0.577577	0.583066	0.580652
01:08:00:00	0.582765	0.583382	0.581748	0.582561
01:08:00:00	0.574622	0.582470	0.583046	0.579306
01:08:00:00	0.579317	0.582205	0.582872	0.577234
01:08:00:00	0.577688	0.575920	0.580364	0.580827
01:08:00:00	0.575620	0.577442	0.581587	0.585535
01:08:00:00	0.577828	0.581954	0.580215	0.575777
01:08:00:00	0.581681	0.581958	0.578665	0.580473
01:08:00:00	0.581415	0.576587	0.586669	0.581774
01:08:00:00	0.575528	0.582471	0.585557	0.582814
01:08:00:00	0.581847	0.579017	0.581718	0.583364
01:08:00:00	0.582860	0.578062	0.580096	0.581922
01:08:00:00	0.576831	0.578472	0.577855	0.575743
01:08:00:00	0.576867	0.581697	0.585694	0.579584
01:08:00:00	0.574057	0.577724	0.579176	0.581645
01:08:00:00	0.579716	0.582902	0.577131	0.580413
01:08:00:00	0.581952	0.580482	0.578196	0.575855
01:08:00:00	0.575814	0.582069	0.585960	0.578237
01:08:00:00	0.581688	0.582916	0.576759	0.581240
01:08:00:00	0.582924	0.575389	0.585044	0.576432
01:08:00:00	0.581020	0.577749	0.586127	0.583268
01:08:00:00	0.576724	0.582773	0.583813	0.577122
01:08:00:00	0.582064	0.578993	0.577384	0.577221
01:08:00:00	0.582373	0.575628	0.577862	0.578825
01:08:00:00	0.576872	0.576530	0.583207	0.580939
01:08:00:00	0.573672	0.576943	0.579691	0.583931
01:08:00:00	0.579385	0.581803	0.579044	0.584976
01:08:00:00	0.573942	0.584224	0.581161	0.578684
01:08:00:00	0.578525	0.576046	0.580505	0.577388
01:08:00:00	0.576732	0.580112	0.580643	0.579661
01:08:00:00	0.575313	0.583196	0.581767	0.578851
01:08:00:00	0.582368	0.580083	0.581143	0.577028
01:08:00:00	0.575756	0.583915	0.580168	0.584229
01:08:00:00	0.574708	0.574519	0.580706	0.580993
01:08:00:00	0.573591	0.574913	0.582524	0.584986
01:08:00:00	0.578627	0.576326	0.577544	0.578322
01:08:00:00	0.576515	0.575730	0.578480	0.582498
01:08:00:00	0.578221	0.575399	0.579829	0.577623
01:08:00:00	0.574435	0.574531	0.586094	0.579607
01:08:00:00	0.579939	0.574710	0.586325	0.575703
01:08:00:00	0.577124	0.575314	0.583955	0.580602
01:08:00:00	0.579398	0.575089	0.578750	0.582946
01:08:00:00	0.575958	0.576911	0.583092	0.577859
01:08:00:00	0.576805	0.574918	0.583265	0.584013
01:08:00:00	0.579772	0.576815	0.584650	0.575448
01:08:00:00	0.574670	0.580928	0.583455	0.575904
01:08:00:00	0.574071	0.579146	0.579484	0.580661
01:08:00:00	0.579823	0.578819	0.578475	0.576906
01:08:00:00	0.577087	0.579926	0.585865	0.585280
01:08:00:00	0.573897	0.581078	0.577251	0.581582
01:08:00:00	0.581184	0.575798	0.577181	0.578715
01:08:00:00	0.578730	0.578223	0.585332	0.578653
01:08:00:00	0.574845	0.581588	0.582461	0.579996
01:08:00:00	0.577251	0.581700	0.585273	0.578327
01:08:00:00	0.573234	0.576154	0.584397	0.584730
01:08:00:00	0.579974	0.574167	0.579796	0.578610
01:08:00:00	0.576001	0.578728	0.579122	0.577763
01:08:00:00	0.575058	0.580798	0.581587	0.576940
01:08:00:00	0.578877	0.575319	0.585964	0.584063
01:08:00:00	0.573259	0.575099	0.585652	0.583887
01:08:00:00	0.575230	0.580619	0.584335	0.579863
01:08:00:00	0.576936	0.576311	0.581851	0.582252
01:08:00:00	0.576438	0.577348	0.583649	0.581018
01:08:00:00	0.575004	0.578521	0.581430	0.576654
01:08:00:00	0.579183	0.575571	0.578621	0.579910
01:08:00:00	0.577452	0.580654	0.578849	0.582626
01:08:00:00	0.573115	0.581775	0.581500	0.584675
01:08:00:00	0.573317	0.575015	0.576501	0.576474
01:08:00:00	0.577442	0.578182	0.578234	0.583395
01:08:00:00	0.575762	0.583674	0.582088	0.579668
01:08:00:00	0.579924	0.575925	0.585662	0.578930
01:08:00:00	0.581839	0.582041	0.582035	0.580471
01:08:00:00	0.575323	0.578039	0.585632	0.579137
01:08:00:00	0.579706	0.575665	0.584794	0.580621
01:08:00:00	0.576783	0.574903	0.584126	0.582056
01:08:00:00	0.577048	0.578176	0.584930	0.578190
01:08:00:00	0.581877	0.577126	0.585078	0.576720
01:08:00:00	0.576059	0.576018	0.586091	0.582144
01:08:00:00	0.582328	0.575696	0.578952	0.584956
01:08:00:00	0.578516	0.577156	0.583042	0.581471
01:08:00:00	0.581547	0.575956	0.578058	0.579294
01:08:00:00	0.573109	0.575315	0.576549	0.582354
01:08:00:00	0.575964	0.581746	0.576323	0.580054
01:08:00:00	0.575151	0.582591	0.584606	0.580098
01:08:00:00	0.581495	0.576987	0.581429	0.581002
01:08:00:00	0.579564	0.579262	0.585572	0.575197
01:08:00:00	0.582319	0.583768	0.580647	0.584523
01:08:00:00	0.574176	0.575978	0.577189	0.578741
01:08:00:00	0.577760	0.579675	0.578187	0.581894
01:08:00:00	0.579153	0.574795	0.579757	0.583940
01:08:00:00	0.580394	0.580179	0.579519	0.578981
01:08:00:00	0.578674	0.574850	0.581175	0.583343
01:08:00:00	0.578616	0.575517	0.579458	0.584394
01:08:00:00	0.579135	0.575047	0.577027	0.576485
01:08:00:00	0.579862	0.581614	0.581233	0.583358
01:08:00:00	0.581095	0.583759	0.582598	0.576269
01:08:00:00	0.578125	0.582840	0.578321	0.579312
01:08:00:00	0.573524	0.575191	0.584117	0.580549
01:08:00:00	0.582512	0.576904	0.580568	0.581963
01:08:00:00	0.575032	0.578839	0.581039	0.580018
01:08:00:00	0.577544	0.579482	0.585938	0.581139
01:08:00:00	0.578164	0.581517	0.583865	0.575062
01:08:00:00	0.580526	0.581131	0.584007	0.579761
01:08:00:00	0.575694	0.579833	0.578523	0.581124
01:08:00:00	0.582302	0.577278	0.580775	0.581635
01:08:00:00	0.576709	0.581048	0.577397	0.576977
01:08:00:00	0.581959	0.583164	0.578898	0.582469
01:08:00:00	0.577054	0.575757	0.585869	0.582594
01:08:00:00	0.579055	0.582765	0.581767	0.578443
01:08:00:00	0.577939	0.582412	0.584210	0.578574
01:08:00:00	0.576322	0.583744	0.585615	0.575202
01:08:00:00	0.573171	0.577640	0.581296	0.575977
01:08:00:00	0.573181	0.573848	0.583726	0.581338
01:08:00:00	0.575923	0.579928	0.576210	0.576001
01:08:00:00	0.575485	0.581427	0.577416	0.581580
01:08:00:00	0.574900	0.579205	0.580057	0.578503
01:08:00:00	0.582391	0.578970	0.581831	0.581647
01:08:00:00	0.580970	0.575223	0.578149	0.575965
01:08:00:00	0.579821	0.577129	0.582250	0.582420
01:08:00:00	0.576434	0.576765	0.584781	0.583583
01:08:00:00	0.577785	0.578777	0.582475	0.580145
01:08:00:00	0.576530	0.581062	0.577619	0.577608
01:08:00:00	0.572556	0.580516	0.586028	0.579754
01:08:00:00	0.575699	0.581979	0.579405	0.578049
01:08:00:00	0.574370	0.581550	0.582879	0.580733
01:08:00:00	0.577686	0.578849	0.577161	0.583890
01:08:00:00	0.580987	0.582351	0.576892	0.582891
01:08:00:00	0.577296	0.580435	0.580694	0.577214
01:08:00:00	0.580941	0.583612	0.583208	0.575495
01:08:00:00	0.575010	0.580514	0.576814	0.582817
01:08:00:00	0.579393	0.575860	0.578291	0.576769
01:08:00:00	0.574510	0.577589	0.584591	0.584211
01:08:00:00	0.580541	0.575990	0.576703	0.583188
01:08:00:00	0.582048	0.577061	0.585751	0.575929
01:08:00:00	0.576972	0.573819	0.581301	0.578394
01:08:00:00	0.572769	0.574656	0.578027	0.581766
01:08:00:00	0.572405	0.576353	0.578079	0.577962
01:08:00:00	0.575110	0.581767	0.579776	0.578562
01:08:00:00	0.580545	0.579922	0.580229	0.576771
